Région,Sexe,Période,ICD-10,Type cancer,Nombre de cas ,Taux brut , Taux standardisé ,lower 95% ,upper IC 95%
Suisse,Femmes,1994,"C38.4,C45.0",Plèvre,19,0.5,0.4,0.2,0.8
Suisse,Femmes,1994,C40-41,"Os, Articulations, Cartilage",36,1,1.1,0.6,1.6
Suisse,Femmes,1994,C43,Mélanome,616,17.2,15,13.3,16.8
Suisse,Femmes,1994,"C47,C49",Tissus mous,82,2.3,1.9,1.4,2.7
Suisse,Femmes,1994,C50,Sein,4350,121.6,104.1,99.7,108.6
Suisse,Femmes,1994,C53,Col de l'utérus,384,10.7,9.5,8.2,10.9
Suisse,Femmes,1994,C54-55,Corps de l'utérus,838,23.4,19,17.2,20.9
Suisse,Femmes,1994,C56,Ovaire,581,16.2,13.1,11.6,14.7
Suisse,Femmes,1994,C64,Rein,287,8,6.4,5.4,7.5
Suisse,Femmes,1994,C67,Vessie,327,9.1,6.5,5.5,7.6
Suisse,Femmes,1994,"C65-66,C68",Autres organes urinaires,72,2,1.5,1,2.1
Suisse,Femmes,1994,C69,Œil,33,0.9,0.9,0.5,1.4
Suisse,Femmes,1994,C70-72,Cerveau et Système nerveux central,190,5.3,4.7,3.8,5.8
Suisse,Femmes,1994,C73,Thyroïde,284,7.9,7,5.8,8.2
Suisse,Femmes,1994,C81,Lymphome de Hodgkin,102,2.8,2.7,2,3.6
Suisse,Femmes,1994,"C82-86,C96",Lymphome non hodgkinien,537,15,11.8,10.4,13.3
Suisse,Femmes,1994,C90,Myélome multiple,211,5.9,4.1,3.3,4.9
Suisse,Femmes,1994,C91-95,Leucémie,345,9.6,7.3,6.2,8.6
Suisse,Femmes,1994,C91,Leucémie lymphoïde,163,4.6,3.5,2.7,4.4
Suisse,Femmes,1994,C92-94,Leucémie myéloïde,172,4.8,3.6,2.9,4.5
Suisse,Femmes,1994,Other_C-code,Autres localisations du cancer,678,19,13.2,11.8,14.7
Suisse,Femmes,1994,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),14055,392.9,313.8,306.3,321.4
Suisse,Femmes,1995,C00-14,Cavité buccale et pharynx,213,5.9,4.9,4,6
Suisse,Femmes,1995,C15,Œsophage,93,2.6,2,1.4,2.6
Suisse,Femmes,1995,C16,Estomac,384,10.7,7.1,6.1,8.3
Suisse,Femmes,1995,C17,Intestin grêle,47,1.3,1,0.6,1.6
Suisse,Femmes,1995,C18-20,Côlon et Rectum,1606,44.6,31.9,29.6,34.2
Suisse,Femmes,1995,C21,Anus et Canal anal,88,2.4,1.9,1.4,2.6
Suisse,Femmes,1995,C22,Foie,124,3.4,2.4,1.9,3.2
Suisse,Femmes,1995,C23-24,Vésicule et voies biliaires extra-hépat.,190,5.3,3.3,2.6,4
Suisse,Femmes,1995,C25,Pancréas,444,12.3,8.4,7.2,9.6
Suisse,Femmes,1995,C32,Larynx,33,0.9,0.9,0.5,1.4
Suisse,Femmes,1995,C33-34,"Poumon, Bronches, Trachée",785,21.8,18.2,16.4,20.1
Suisse,Femmes,1995,"C38.4,C45.0",Plèvre,19,0.5,0.4,0.2,0.8
Suisse,Femmes,1995,C40-41,"Os, Articulations, Cartilage",28,0.8,0.8,0.4,1.3
Suisse,Femmes,1995,C43,Mélanome,675,18.7,16,14.3,17.8
Suisse,Femmes,1995,"C47,C49",Tissus mous,114,3.2,2.5,1.9,3.3
Suisse,Femmes,1995,C50,Sein,4343,120.6,104.1,99.7,108.6
Suisse,Femmes,1995,C53,Col de l'utérus,315,8.7,7.6,6.4,8.8
Suisse,Femmes,1995,C54-55,Corps de l'utérus,825,22.9,18.6,16.8,20.5
Suisse,Femmes,1995,C56,Ovaire,626,17.4,14.3,12.8,16
Suisse,Femmes,1995,C64,Rein,239,6.6,5.4,4.5,6.5
Suisse,Femmes,1995,C67,Vessie,241,6.7,4.4,3.6,5.3
Suisse,Femmes,1995,"C65-66,C68",Autres organes urinaires,58,1.6,1.2,0.8,1.8
Suisse,Femmes,1995,C69,Œil,28,0.8,0.7,0.4,1.2
Suisse,Femmes,1995,C70-72,Cerveau et Système nerveux central,189,5.2,4.3,3.5,5.2
Suisse,Femmes,1995,C73,Thyroïde,246,6.8,5.9,4.9,7.1
Suisse,Femmes,1995,C81,Lymphome de Hodgkin,77,2.1,2.1,1.4,2.8
Suisse,Femmes,1995,"C82-86,C96",Lymphome non hodgkinien,565,15.7,12,10.6,13.5
Suisse,Femmes,1995,C90,Myélome multiple,189,5.2,3.9,3.1,4.8
Suisse,Femmes,1995,C91-95,Leucémie,349,9.7,7.3,6.2,8.5
Suisse,Femmes,1995,C91,Leucémie lymphoïde,158,4.4,3.4,2.7,4.3
Suisse,Femmes,1995,C92-94,Leucémie myéloïde,181,5,3.8,3,4.7
Suisse,Femmes,1995,Other_C-code,Autres localisations du cancer,670,18.6,12.6,11.2,14.1
Suisse,Femmes,1995,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),13801,383.1,305.8,298.5,313.3
Suisse,Femmes,1996,C00-14,Cavité buccale et pharynx,267,7.4,6.3,5.3,7.4
Suisse,Femmes,1996,C15,Œsophage,109,3,2.3,1.7,3
Suisse,Femmes,1996,C16,Estomac,410,11.3,7.6,6.5,8.7
Suisse,Femmes,1996,C17,Intestin grêle,51,1.4,1,0.6,1.4
Suisse,Femmes,1996,C18-20,Côlon et Rectum,1585,43.8,30.5,28.3,32.7
Suisse,Femmes,1996,C21,Anus et Canal anal,97,2.7,2.1,1.5,2.7
Suisse,Femmes,1996,C22,Foie,143,4,2.8,2.2,3.6
Suisse,Femmes,1996,C23-24,Vésicule et voies biliaires extra-hépat.,180,5,3.1,2.5,3.8
Suisse,Femmes,1996,C25,Pancréas,405,11.2,7.5,6.5,8.7
Suisse,Femmes,1996,C32,Larynx,25,0.7,0.6,0.3,1
Suisse,Femmes,1996,C33-34,"Poumon, Bronches, Trachée",797,22,17.6,15.9,19.4
Suisse,Femmes,1996,"C38.4,C45.0",Plèvre,10,0.3,0.2,0.1,0.5
Suisse,Femmes,1996,C40-41,"Os, Articulations, Cartilage",25,0.7,0.7,0.3,1.1
Suisse,Femmes,1996,C43,Mélanome,679,18.8,16.4,14.7,18.2
Suisse,Femmes,1996,"C47,C49",Tissus mous,108,3,2.4,1.8,3.1
Suisse,Femmes,1996,C50,Sein,4254,117.6,101.3,97.1,105.6
Suisse,Femmes,1996,C53,Col de l'utérus,358,9.9,8.8,7.5,10.1
Suisse,Femmes,1996,C54-55,Corps de l'utérus,880,24.3,20,18.2,21.9
Suisse,Femmes,1996,C56,Ovaire,565,15.6,13,11.5,14.6
Suisse,Femmes,1996,C64,Rein,233,6.5,5,4.1,6
Suisse,Femmes,1996,C67,Vessie,298,8.2,5.7,4.8,6.7
Suisse,Femmes,1996,"C65-66,C68",Autres organes urinaires,48,1.3,0.9,0.6,1.3
Suisse,Femmes,1996,C69,Œil,29,0.8,0.8,0.4,1.3
Suisse,Femmes,1996,C70-72,Cerveau et Système nerveux central,199,5.5,4.9,4,6
Suisse,Femmes,1996,C73,Thyroïde,306,8.5,7.5,6.4,8.8
Suisse,Femmes,1996,C81,Lymphome de Hodgkin,77,2.1,2.1,1.5,2.9
Suisse,Femmes,1996,"C82-86,C96",Lymphome non hodgkinien,571,15.8,12.4,11,14
Suisse,Femmes,1996,C90,Myélome multiple,217,6,4.2,3.4,5.1
Suisse,Femmes,1996,C91-95,Leucémie,332,9.2,7.4,6.3,8.6
Suisse,Femmes,1996,C91,Leucémie lymphoïde,158,4.4,3.4,2.7,4.3
Suisse,Femmes,1996,C92-94,Leucémie myéloïde,163,4.5,3.8,3,4.7
Suisse,Femmes,1996,Other_C-code,Autres localisations du cancer,698,19.3,13.1,11.8,14.6
Suisse,Femmes,1996,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),13960,385.8,307.8,300.7,315.1
Suisse,Femmes,1997,C00-14,Cavité buccale et pharynx,241,6.6,5.6,4.7,6.7
Suisse,Femmes,1997,C15,Œsophage,116,3.2,2.3,1.7,2.9
Suisse,Femmes,1997,C16,Estomac,374,10.3,7,6,8.1
Suisse,Femmes,1997,C17,Intestin grêle,63,1.7,1.3,0.9,1.9
Suisse,Femmes,1997,C18-20,Côlon et Rectum,1832,50.5,35.2,32.9,37.6
Suisse,Femmes,1997,C21,Anus et Canal anal,95,2.6,2.1,1.5,2.8
Suisse,Femmes,1997,C22,Foie,119,3.3,2.3,1.7,2.9
Suisse,Femmes,1997,C23-24,Vésicule et voies biliaires extra-hépat.,205,5.7,3.6,2.9,4.3
Suisse,Femmes,1997,C25,Pancréas,443,12.2,8.3,7.2,9.4
Suisse,Femmes,1997,C32,Larynx,45,1.3,1.1,0.7,1.6
Suisse,Femmes,1997,C33-34,"Poumon, Bronches, Trachée",884,24.4,19.5,17.8,21.4
Suisse,Femmes,1997,"C38.4,C45.0",Plèvre,31,0.8,0.7,0.4,1.1
Suisse,Femmes,1997,C40-41,"Os, Articulations, Cartilage",21,0.6,0.4,0.2,0.8
Suisse,Femmes,1997,C43,Mélanome,735,20.3,17.2,15.4,19
Suisse,Femmes,1997,"C47,C49",Tissus mous,102,2.8,2.1,1.5,2.8
Suisse,Femmes,1997,C50,Sein,4419,121.8,102.3,98.2,106.6
Suisse,Femmes,1997,C53,Col de l'utérus,367,10.1,8.8,7.6,10.2
Suisse,Femmes,1997,C54-55,Corps de l'utérus,867,23.9,19.2,17.4,21.1
Suisse,Femmes,1997,C56,Ovaire,655,18.1,14.6,13.1,16.3
Suisse,Femmes,1997,C64,Rein,298,8.2,6.1,5.1,7.2
Suisse,Femmes,1997,C67,Vessie,250,6.9,4.5,3.8,5.4
Suisse,Femmes,1997,"C65-66,C68",Autres organes urinaires,63,1.7,1.3,0.9,1.9
Suisse,Femmes,1997,C69,Œil,36,1,0.9,0.5,1.5
Suisse,Femmes,1997,C70-72,Cerveau et Système nerveux central,187,5.2,4.6,3.7,5.6
Suisse,Femmes,1997,C73,Thyroïde,290,8,7,5.9,8.2
Suisse,Femmes,1997,C81,Lymphome de Hodgkin,90,2.5,2.4,1.8,3.2
Suisse,Femmes,1997,"C82-86,C96",Lymphome non hodgkinien,528,14.6,11.3,10,12.8
Suisse,Femmes,1997,C90,Myélome multiple,168,4.6,3.1,2.5,3.9
Suisse,Femmes,1997,C91-95,Leucémie,340,9.4,7.5,6.4,8.8
Suisse,Femmes,1997,C91,Leucémie lymphoïde,160,4.4,3.5,2.8,4.4
Suisse,Femmes,1997,C92-94,Leucémie myéloïde,166,4.6,3.7,3,4.7
Suisse,Femmes,1997,Other_C-code,Autres localisations du cancer,797,22,14.1,12.7,15.7
Suisse,Femmes,1997,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),14659,404.1,316.3,309.1,323.7
Suisse,Femmes,1998,C00-14,Cavité buccale et pharynx,251,6.9,6.1,5.1,7.2
Suisse,Femmes,1998,C15,Œsophage,99,2.7,2,1.5,2.6
Suisse,Femmes,1998,C16,Estomac,361,9.9,6.8,5.8,7.9
Suisse,Femmes,1998,C17,Intestin grêle,58,1.6,1.1,0.7,1.6
Suisse,Femmes,1998,C18-20,Côlon et Rectum,1671,45.9,31.5,29.3,33.7
Suisse,Femmes,1998,C21,Anus et Canal anal,85,2.3,1.7,1.2,2.3
Suisse,Femmes,1998,C22,Foie,138,3.8,2.8,2.1,3.5
Suisse,Femmes,1998,C23-24,Vésicule et voies biliaires extra-hépat.,199,5.5,3.3,2.6,4
Suisse,Femmes,1998,C25,Pancréas,504,13.8,9.2,8.1,10.5
Suisse,Femmes,1998,C32,Larynx,42,1.1,0.9,0.6,1.4
Suisse,Femmes,1998,C33-34,"Poumon, Bronches, Trachée",899,24.7,19.4,17.7,21.3
Suisse,Femmes,1998,"C38.4,C45.0",Plèvre,17,0.5,0.4,0.2,0.7
Suisse,Femmes,1998,C40-41,"Os, Articulations, Cartilage",39,1.1,1.1,0.7,1.7
Suisse,Femmes,1998,C43,Mélanome,770,21.2,18.6,16.8,20.5
Suisse,Femmes,1998,"C47,C49",Tissus mous,101,2.8,2,1.5,2.7
Suisse,Femmes,1998,C50,Sein,4855,133.5,112.8,108.5,117.3
Suisse,Femmes,1998,C53,Col de l'utérus,361,9.9,8.6,7.4,10
Suisse,Femmes,1998,C54-55,Corps de l'utérus,822,22.6,17.5,15.9,19.3
Suisse,Femmes,1998,C56,Ovaire,619,17,13.6,12.2,15.2
Suisse,Femmes,1998,C64,Rein,211,5.8,4.4,3.6,5.3
Suisse,Femmes,1998,C67,Vessie,257,7.1,4.6,3.8,5.5
Suisse,Femmes,1998,"C65-66,C68",Autres organes urinaires,58,1.6,1,0.7,1.5
Suisse,Femmes,1998,C69,Œil,24,0.7,0.6,0.3,1
Suisse,Femmes,1998,C70-72,Cerveau et Système nerveux central,226,6.2,5.5,4.6,6.6
Suisse,Femmes,1998,C73,Thyroïde,255,7,6,5,7.1
Suisse,Femmes,1998,C81,Lymphome de Hodgkin,81,2.2,2.2,1.6,3
Suisse,Femmes,1998,"C82-86,C96",Lymphome non hodgkinien,540,14.8,11.6,10.2,13.1
Suisse,Femmes,1998,C90,Myélome multiple,165,4.5,3.3,2.6,4.1
Suisse,Femmes,1998,C91-95,Leucémie,320,8.8,6.5,5.5,7.7
Suisse,Femmes,1998,C91,Leucémie lymphoïde,163,4.5,3.4,2.7,4.3
Suisse,Femmes,1998,C92-94,Leucémie myéloïde,151,4.1,3,2.4,3.8
Suisse,Femmes,1998,Other_C-code,Autres localisations du cancer,799,22,14.8,13.3,16.4
Suisse,Femmes,1998,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),14828,407.6,319.9,312.6,327.2
Suisse,Femmes,1999,C00-14,Cavité buccale et pharynx,278,7.6,6.1,5.2,7.2
Suisse,Femmes,1999,C15,Œsophage,112,3.1,2.2,1.7,2.9
Suisse,Femmes,1999,C16,Estomac,322,8.8,5.6,4.7,6.5
Suisse,Femmes,1999,C17,Intestin grêle,43,1.2,0.9,0.6,1.4
Suisse,Femmes,1999,C18-20,Côlon et Rectum,1748,47.8,33.1,30.9,35.4
Suisse,Femmes,1999,C21,Anus et Canal anal,92,2.5,1.7,1.3,2.3
Suisse,Femmes,1999,C22,Foie,136,3.7,2.7,2.1,3.4
Suisse,Femmes,1999,C23-24,Vésicule et voies biliaires extra-hépat.,168,4.6,2.9,2.3,3.6
Suisse,Femmes,1999,C25,Pancréas,435,11.9,7.9,6.9,9.1
Suisse,Femmes,1999,C32,Larynx,45,1.2,1.1,0.7,1.6
Suisse,Femmes,1999,C33-34,"Poumon, Bronches, Trachée",1034,28.3,22.3,20.5,24.3
Suisse,Femmes,1999,"C38.4,C45.0",Plèvre,18,0.5,0.3,0.2,0.7
Suisse,Femmes,1999,C40-41,"Os, Articulations, Cartilage",34,0.9,0.8,0.5,1.3
Suisse,Femmes,1999,C43,Mélanome,816,22.3,19.2,17.4,21.1
Suisse,Femmes,1999,"C47,C49",Tissus mous,105,2.9,2.2,1.6,2.9
Suisse,Femmes,1999,C50,Sein,4759,130.2,109.8,105.5,114.2
Suisse,Femmes,1999,C53,Col de l'utérus,309,8.5,7.2,6.2,8.5
Suisse,Femmes,1999,C54-55,Corps de l'utérus,896,24.5,19.8,18,21.7
Suisse,Femmes,1999,C56,Ovaire,574,15.7,12.9,11.4,14.5
Suisse,Femmes,1999,C64,Rein,263,7.2,5.5,4.6,6.5
Suisse,Femmes,1999,C67,Vessie,252,6.9,4.4,3.6,5.2
Suisse,Femmes,1999,"C65-66,C68",Autres organes urinaires,40,1.1,0.8,0.5,1.2
Suisse,Femmes,1999,C69,Œil,40,1.1,1,0.6,1.6
Suisse,Femmes,1999,C70-72,Cerveau et Système nerveux central,209,5.7,5,4.1,6
Suisse,Femmes,1999,C73,Thyroïde,275,7.5,6.7,5.6,7.9
Suisse,Femmes,1999,C81,Lymphome de Hodgkin,92,2.5,2.4,1.7,3.1
Suisse,Femmes,1999,"C82-86,C96",Lymphome non hodgkinien,527,14.4,10.9,9.7,12.3
Suisse,Femmes,1999,C90,Myélome multiple,257,7,5.1,4.2,6.1
Suisse,Femmes,1999,C91-95,Leucémie,384,10.5,8.1,7,9.4
Suisse,Femmes,1999,C91,Leucémie lymphoïde,199,5.4,4.3,3.4,5.2
Suisse,Femmes,1999,C92-94,Leucémie myéloïde,170,4.7,3.6,2.8,4.4
Suisse,Femmes,1999,Other_C-code,Autres localisations du cancer,742,20.3,13.9,12.4,15.4
Suisse,Femmes,1999,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),15004,410.6,322.4,315.2,329.8
Suisse,Femmes,2000,C00-14,Cavité buccale et pharynx,266,7.2,5.9,4.9,6.9
Suisse,Femmes,2000,C15,Œsophage,103,2.8,1.9,1.5,2.5
Suisse,Femmes,2000,C16,Estomac,303,8.3,5.5,4.6,6.5
Suisse,Femmes,2000,C17,Intestin grêle,75,2,1.6,1.2,2.3
Suisse,Femmes,2000,C18-20,Côlon et Rectum,1685,45.9,31.2,29.1,33.4
Suisse,Femmes,2000,C21,Anus et Canal anal,105,2.9,2.3,1.8,3.1
Suisse,Femmes,2000,C22,Foie,135,3.7,2.6,2,3.3
Suisse,Femmes,2000,C23-24,Vésicule et voies biliaires extra-hépat.,199,5.4,3.6,2.9,4.4
Suisse,Femmes,2000,C25,Pancréas,468,12.7,8.6,7.5,9.8
Suisse,Femmes,2000,C32,Larynx,27,0.7,0.7,0.4,1.1
Suisse,Femmes,2000,C33-34,"Poumon, Bronches, Trachée",1013,27.6,21.7,19.9,23.7
Suisse,Femmes,2000,"C38.4,C45.0",Plèvre,11,0.3,0.3,0.1,0.6
Suisse,Femmes,2000,C40-41,"Os, Articulations, Cartilage",34,0.9,1,0.6,1.5
Suisse,Femmes,2000,C43,Mélanome,787,21.4,18,16.3,19.8
Suisse,Femmes,2000,"C47,C49",Tissus mous,83,2.3,1.7,1.2,2.4
Suisse,Femmes,2000,C50,Sein,5096,138.7,115.3,110.9,119.8
Suisse,Femmes,2000,C53,Col de l'utérus,305,8.3,6.8,5.8,8
Suisse,Femmes,2000,C54-55,Corps de l'utérus,872,23.7,18.4,16.7,20.2
Suisse,Femmes,2000,C56,Ovaire,630,17.2,13.7,12.2,15.3
Suisse,Femmes,2000,C64,Rein,224,6.1,4.6,3.8,5.5
Suisse,Femmes,2000,C67,Vessie,303,8.2,5.3,4.4,6.2
Suisse,Femmes,2000,"C65-66,C68",Autres organes urinaires,49,1.3,0.9,0.5,1.3
Suisse,Femmes,2000,C69,Œil,22,0.6,0.6,0.3,1
Suisse,Femmes,2000,C70-72,Cerveau et Système nerveux central,244,6.6,5.7,4.7,6.8
Suisse,Femmes,2000,C73,Thyroïde,314,8.5,7.5,6.4,8.8
Suisse,Femmes,2000,C81,Lymphome de Hodgkin,95,2.6,2.6,1.9,3.4
Suisse,Femmes,2000,"C82-86,C96",Lymphome non hodgkinien,505,13.7,9.7,8.6,11
Suisse,Femmes,2000,C90,Myélome multiple,245,6.7,4.5,3.7,5.4
Suisse,Femmes,2000,C91-95,Leucémie,407,11.1,8.2,7.1,9.5
Suisse,Femmes,2000,C91,Leucémie lymphoïde,221,6,4.2,3.4,5.1
Suisse,Femmes,2000,C92-94,Leucémie myéloïde,179,4.9,3.9,3.1,4.9
Suisse,Femmes,2000,Other_C-code,Autres localisations du cancer,742,20.2,13.9,12.5,15.5
Suisse,Femmes,2000,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),15348,417.8,324.3,317.1,331.6
Suisse,Femmes,2001,C00-14,Cavité buccale et pharynx,280,7.6,6.2,5.2,7.2
Suisse,Femmes,2001,C15,Œsophage,98,2.7,2,1.5,2.6
Suisse,Femmes,2001,C16,Estomac,334,9,5.9,5,6.9
Suisse,Femmes,2001,C17,Intestin grêle,68,1.8,1.3,0.9,1.9
Suisse,Femmes,2001,C18-20,Côlon et Rectum,1876,50.7,34.1,31.9,36.4
Suisse,Femmes,2001,C21,Anus et Canal anal,106,2.9,2.3,1.7,3
Suisse,Femmes,2001,C22,Foie,124,3.4,2.3,1.8,3
Suisse,Femmes,2001,C23-24,Vésicule et voies biliaires extra-hépat.,191,5.2,3.3,2.7,4.1
Suisse,Femmes,2001,C25,Pancréas,443,12,7.5,6.5,8.6
Suisse,Femmes,2001,C32,Larynx,63,1.7,1.4,1,2
Suisse,Femmes,2001,C33-34,"Poumon, Bronches, Trachée",1112,30.1,23.6,21.7,25.6
Suisse,Femmes,2001,"C38.4,C45.0",Plèvre,19,0.5,0.3,0.2,0.6
Suisse,Femmes,2001,C40-41,"Os, Articulations, Cartilage",36,1,1,0.6,1.6
Suisse,Femmes,2001,C43,Mélanome,847,22.9,19.2,17.4,21.1
Suisse,Femmes,2001,"C47,C49",Tissus mous,77,2.1,1.7,1.2,2.3
Suisse,Femmes,2001,C50,Sein,5110,138.2,115,110.7,119.4
Suisse,Femmes,2001,C53,Col de l'utérus,314,8.5,7.4,6.3,8.6
Suisse,Femmes,2001,C54-55,Corps de l'utérus,861,23.3,18.6,16.9,20.4
Suisse,Femmes,2001,C56,Ovaire,569,15.4,12,10.7,13.5
Suisse,Femmes,2001,C64,Rein,240,6.5,4.9,4,5.8
Suisse,Femmes,2001,C67,Vessie,269,7.3,4.4,3.7,5.3
Suisse,Femmes,2001,"C65-66,C68",Autres organes urinaires,64,1.7,1,0.7,1.5
Suisse,Femmes,2001,C69,Œil,29,0.8,0.7,0.4,1.1
Suisse,Femmes,2001,C70-72,Cerveau et Système nerveux central,234,6.3,5.5,4.6,6.6
Suisse,Femmes,2001,C73,Thyroïde,296,8,6.6,5.6,7.8
Suisse,Femmes,2001,C81,Lymphome de Hodgkin,90,2.4,2.4,1.8,3.2
Suisse,Femmes,2001,"C82-86,C96",Lymphome non hodgkinien,580,15.7,11.6,10.3,13.1
Suisse,Femmes,2001,C90,Myélome multiple,214,5.8,3.9,3.2,4.7
Suisse,Femmes,2001,C91-95,Leucémie,418,11.3,8.3,7.1,9.5
Suisse,Femmes,2001,C91,Leucémie lymphoïde,218,5.9,4.2,3.4,5.2
Suisse,Femmes,2001,C92-94,Leucémie myéloïde,186,5,3.7,3,4.6
Suisse,Femmes,2001,Other_C-code,Autres localisations du cancer,715,19.3,13.3,11.9,14.8
Suisse,Femmes,2001,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),15677,424,327.7,320.5,335
Suisse,Femmes,2002,C00-14,Cavité buccale et pharynx,287,7.7,6.3,5.3,7.4
Suisse,Femmes,2002,C15,Œsophage,159,4.3,2.9,2.3,3.7
Suisse,Femmes,2002,C16,Estomac,327,8.8,5.7,4.9,6.7
Suisse,Femmes,2002,C17,Intestin grêle,76,2,1.4,1,2
Suisse,Femmes,2002,C18-20,Côlon et Rectum,1690,45.4,31.1,29,33.4
Suisse,Femmes,2002,C21,Anus et Canal anal,107,2.9,2.2,1.7,2.9
Suisse,Femmes,2002,C22,Foie,181,4.9,3.3,2.7,4.1
Suisse,Femmes,2002,C23-24,Vésicule et voies biliaires extra-hépat.,200,5.4,3.5,2.8,4.2
Suisse,Femmes,2002,C25,Pancréas,503,13.5,8.4,7.4,9.6
Suisse,Femmes,2002,C32,Larynx,45,1.2,1,0.6,1.5
Suisse,Femmes,2002,C33-34,"Poumon, Bronches, Trachée",1009,27.1,21.4,19.6,23.3
Suisse,Femmes,2002,"C38.4,C45.0",Plèvre,22,0.6,0.4,0.2,0.7
Suisse,Femmes,2002,C40-41,"Os, Articulations, Cartilage",30,0.8,0.8,0.5,1.3
Suisse,Femmes,2002,C43,Mélanome,909,24.4,20.8,19,22.8
Suisse,Femmes,2002,"C47,C49",Tissus mous,104,2.8,2.2,1.6,2.9
Suisse,Femmes,2002,C50,Sein,5072,136.2,112,107.8,116.4
Suisse,Femmes,2002,C53,Col de l'utérus,302,8.1,6.6,5.5,7.7
Suisse,Femmes,2002,C54-55,Corps de l'utérus,907,24.3,18.9,17.3,20.8
Suisse,Femmes,2002,C56,Ovaire,517,13.9,11.1,9.8,12.6
Suisse,Femmes,2002,C64,Rein,238,6.4,4.7,3.9,5.6
Suisse,Femmes,2002,C67,Vessie,271,7.3,4.7,4,5.6
Suisse,Femmes,2002,"C65-66,C68",Autres organes urinaires,51,1.4,0.9,0.6,1.3
Suisse,Femmes,2002,C69,Œil,28,0.8,0.6,0.4,1.1
Suisse,Femmes,2002,C70-72,Cerveau et Système nerveux central,200,5.4,4.4,3.6,5.4
Suisse,Femmes,2002,C73,Thyroïde,307,8.2,7.4,6.3,8.7
Suisse,Femmes,2002,C81,Lymphome de Hodgkin,116,3.1,3,2.3,3.9
Suisse,Femmes,2002,"C82-86,C96",Lymphome non hodgkinien,536,14.4,10.7,9.4,12
Suisse,Femmes,2002,C90,Myélome multiple,188,5.1,3.4,2.7,4.1
Suisse,Femmes,2002,C91-95,Leucémie,401,10.8,8,6.8,9.2
Suisse,Femmes,2002,C91,Leucémie lymphoïde,215,5.8,4.4,3.6,5.4
Suisse,Femmes,2002,C92-94,Leucémie myéloïde,172,4.6,3.4,2.7,4.2
Suisse,Femmes,2002,Other_C-code,Autres localisations du cancer,709,19,12.7,11.4,14.2
Suisse,Femmes,2002,"C00-43,C45-97",Tous les cancers (voir Méthode pour les critères d’inclusion),15494,415.9,320.8,313.7,328
Suisse,Femmes,2003,C00-14,Cavité buccale et pharynx,274,7.3,5.8,4.9,6.8
Suisse,Femmes,2003,C15,Œsophage,107,2.8,1.9,1.5,2.5
Suisse,Femmes,2003,C16,Estomac,310,8.3,5.3,4.5,6.2
Suisse,Femmes,2003,C17,Intestin grêle,73,1.9,1.4,1,2
Suisse,Femmes,2003,C18-20,Côlon et Rectum,1820,48.5,32.2,30,34.4
Suisse,Femmes,2003,C21,Anus et Canal anal,66,1.8,1.4,1,1.9
Suisse,Femmes,2003,C22,Foie,154,4.1,2.7,2.1,3.3
Suisse,Femmes,2003,C23-24,Vésicule et voies biliaires extra-hépat.,200,5.3,3.3,2.7,4
Suisse,Femmes,2003,C25,Pancréas,509,13.6,9.1,8,10.3
Suisse,Femmes,2003,C32,Larynx,30,0.8,0.6,0.3,0.9
Suisse,Femmes,2003,C33-34,"Poumon, Bronches, Trachée",1202,32,24.5,22.6,26.5
Suisse,Femmes,2003,"C38.4,C45.0",Plèvre,20,0.5,0.3,0.1,0.6
Suisse,Femmes,2003,C40-41,"Os, Articulations, Cartilage",39,1,1,0.6,1.6
Suisse,Femmes,2003,C43,Mélanome,963,25.7,22,20.1,24.1
Suisse,Femmes,2003,"C47,C49",Tissus mous,122,3.3,2.4,1.9,3.2
Suisse,Femmes,2003,C50,Sein,5150,137.3,112.2,108,116.6
Suisse,Femmes,2003,C53,Col de l'utérus,243,6.5,5.4,4.5,6.5
Suisse,Femmes,2003,C54-55,Corps de l'utérus,848,22.6,17.4,15.8,19.2
Suisse,Femmes,2003,C56,Ovaire,568,15.1,11.9,10.6,13.3
Suisse,Femmes,2003,C64,Rein,250,6.7,4.9,4.1,5.8
Suisse,Femmes,2003,C67,Vessie,267,7.1,4.3,3.6,5.1
Suisse,Femmes,2003,"C65-66,C68",Autres organes urinaires,59,1.6,1,0.7,1.5
Suisse,Femmes,2003,C69,Œil,38,1,0.9,0.5,1.4
Suisse,Femmes,2003,C70-72,Cerveau et Système nerveux central,186,5,4.3,3.4,5.2
Suisse,Femmes,2003,C73,Thyroïde,323,8.6,7.7,6.6,8.9
Suisse,Femmes,2003,C81,Lymphome de Hodgkin,85,2.3,2.3,1.6,3
Suisse,Femmes,2003,"C82-86,C96",Lymphome non hodgkinien,623,16.6,12.2,10.8,13.6
Suisse,Femmes,2003,C90,Myélome multiple,235,6.3,4.4,3.7,5.3
